object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,object id,period_dynasty,period_century
2013.46.2,书法（儒）,公元21世纪-2013~2013-现代,书法,金斑点纸上的墨水,未知,图像：18 x 1/4 1/4英寸（45.72 x 36.2厘米）底座：20 13/16 x 17 7/8英寸（52.86 x 45.4厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/60248/calligraphy-ru?ctx=4bac700453d29860361ee4e76e4d88502d7f2e32&idx=478,https://art.nelson-atkins.org/internal/media/dispatcher/60939/full,images/nelson-atkins/2013.46.2.jpg,艺术家的礼物,2013.46.2,2026/5/3,412,未知,未知
74-34/10 A,扭曲的树和岸边的岩石,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,请注意印刷品中在岩石表面上揭示的各个方向的纹理印记。这一结果是通过多块印刷来实现的。木材纹理，以及深色和浅色对比，有助于岩石的文化品质。在绘画中，艺术家的印章在印刷后压在纸上，留下的朱砂残留物被污染到周围地区。这些指纹被鉴定为文学文化。在中国花园、岩石具有雕塑的功能，西方花园中的声音非常薄弱。世俗的鉴赏家、岩石虽然不能代表微型山脉，但也象征着地球的能量。岩石具有尖锐的，凹凸有致的轮廓和充满好奇心的鞋款尤其受到青睐。,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/23200/twisted-tree-and-rocks-on-bank?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=480,https://art.nelson-atkins.org/internal/media/dispatcher/76776/full,images\nelson-atkins\480.jpg,劳伦斯·西克曼的礼物,74-34/10 A,2026/5/3,413,未知,未知
50-31,骨骼,公元前15世纪~公元前11世纪-1500~1045-商,杂记，商朝（公元前1500-1045年）,骨,香精英回答了他们祖先使用狐猴的肩胛骨和海龟的腹下壳的问题。当一个扑克被应用到那里时，正面出现了裂缝。这些裂缝被解释为问题的答案，这些问题被并排写了。这些铭文代表了现存最早的中国写作实体例子。,总体：3 1/4 x 2 3/4 x 1 1/8英寸（8.26 x 6.99 x 2.86厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/23289/oracle-bone?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=481,https://art.nelson-atkins.org/internal/media/dispatcher/35961/full,images/nelson-atkins/50-31.jpg,购买：威廉・罗克希尔・尼尔森信托,50-31,2026/5/3,414,商,未知
74-34/3 A,《石上之兰》,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,中国人长期以来一直是一个受欢迎的绘画对象，因为他们的叶子繁茂和低调的花朵。由于他们的芳香和在严酷的环境中的坚韧，他们拥有美德和隐居的含义。版画家将浮雕形式雕刻在木版上，以保留绘画中的笔法。每张版画都有铭文、雕像，这些都是仿照明代画家的风格设计的。他们认为，这些人的归属感可能与绘画传统有关。,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/28580/orchids-above-a-rock?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=482,https://art.nelson-atkins.org/internal/media/dispatcher/33921/full,images\nelson-atkins\482.jpg,劳伦斯·西克曼的礼物,74-34/3 A,2026/5/3,415,未知,未知
35-274/1,白水仙,公元18世纪-1775~1775-清,绘画，清朝（1644-1911）,丝绸上的墨水和颜色,未知,总尺寸：85 1/2 x 20英寸（217.17 x 50.8厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/28689/white-narcissus?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=483,https://art.nelson-atkins.org/internal/media/dispatcher/126906/full,images\nelson-atkins\483.jpg,购买：威廉・罗克希尔・尼尔森信托,35-274/1,2026/5/3,416,未知,未知
"81-54/8 A,B",鼻烟壶,公元20世纪-1901~2000-清/现代,鼻烟壶,烟熏水晶，内部涂漆,未知,总体：2 15/16英寸（7.46厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/29005/snuff-bottle?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=485,https://art.nelson-atkins.org/internal/media/dispatcher/66444/full,images\nelson-atkins\485.jpg,乔治·罗伊兰夫人的礼物,"81-54/8 A,B",2026/5/3,417,未知,20世纪
2000.3.1,两只长臂猿,公元20世纪中-1934~1966-现代,绘画,纸上的墨水和颜色,未知,无镜框：13 1/2 x 17 1/2英寸（34.29 x 44.45厘米）镜框：17 1/4 x 21 1/4 x 1英寸（43.82 x 53.98 x 2.54厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/31974/two-gibbons?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=487,,,亨利·W·W·夫妇的礼物Bloch,2000.3.1,2026/5/3,418,未知,20世纪
35-150,五位学者和侍从,公元14世纪-1301~1400-元/明,绘画，元（1279-1368）,丝绸上的颜色,尽管这些人看起来很自信、放松，但他们却练习书籍、书法、绘画和古董等令人发指的艺术，以及官僚或官僚的消遣。传奇色彩浓厚的绘画场景在绘画和装饰中变得很流行。这是一种富有魅力的网络类型，会对官僚造成伤害。,总体：60 3/4 x 39英寸（154.31 x 99.06厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/932/five-scholars-with-attendants?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=488,https://art.nelson-atkins.org/internal/media/dispatcher/55171/full,images/nelson-atkins/35-150.jpg,购买：威廉・罗克希尔・尼尔森信托,35-150,2026/5/3,419,未知,14世纪
81-48/4,鹅和芦苇,公元20世纪-1901~2000-清/现代,卷轴、绘画,挂卷轴;纸上墨,未知,图像：76 1/2 x 30 1/2英寸（194.31 x 77.47厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4760/geese-and-reeds?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=490,,,哈罗德·阿克顿爵士的礼物,81-48/4,2026/5/3,420,未知,20世纪
F93-18/10,柳树下划船,公元18世纪末~公元19世纪初-1768~1833-清,绘画，清朝（1644-1911）,丝绸上的墨水或墨水和颜色,未知,图像：9 5/8 x 10英寸（24.4475 x 25.4厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/7568/boating-under-willows?ctx=bf63ced1f23cf0ec127fdda9f65f70637dea8444&idx=491,,,购买:通过亚洲艺术收购基金收购,F93-18/10,2026/5/3,421,未知,18世纪
34-18/1,狮子,公元17世纪~公元20世纪-1644~1911-清,清朝陶瓷（1644-1911）,瓷,未知,总体尺寸：16 1/2 x 9 x 7英寸（41.91 x 22.86 x 17.78厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8018/lion?ctx=6f53b4f7fb27785f137e521fc6ac7db0e7a24846&idx=493,https://art.nelson-atkins.org/internal/media/dispatcher/50574/full,images\nelson-atkins\493.jpg,购买：威廉・罗克希尔・尼尔森信托,34-18/1,2026/5/3,422,清,未知
F93-13,宴会前的山庄,公元14世纪-1301~1400-元/明,绘画，明代（1368-1644）,绢本墨彩（扇形）,北极山区的尊贵客人从下面来到这里。爱情盛宴的场景在1100年代流行起来。由于画家的身份不明，这位艺术家向专门从事蓝绿色风格、继承主题传统的石锐致敬。,图像：13 x 12英寸（33.02 x 30.48厘米）底座：14 3/4 x 13 1/8英寸（37.47 x 33.35厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/11461/mountain-villa-before-a-banquet?ctx=6f53b4f7fb27785f137e521fc6ac7db0e7a24846&idx=494,https://art.nelson-atkins.org/internal/media/dispatcher/37138/full,images/nelson-atkins/F93-13.jpg,购买:通过亚洲艺术收购基金收购,F93-13,2026/5/3,423,未知,14世纪
Sep-50,皇公的国袍，或三等亲王（chao fu）,公元18世纪初-1701~1733-清,清朝服装（1644-1911）,刺绣纱布,未知,总体：52 1/4 x 48 7/8英寸（132.72 x 124.14厘米）每个（袖带）：12 x 5 3/8英寸（30.48 x 13.65厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/11747/robe-of-state-of-imperial-duke-or-prince-of-the-third-degre?ctx=6f53b4f7fb27785f137e521fc6ac7db0e7a24846&idx=495,https://art.nelson-atkins.org/internal/media/dispatcher/119021/full,images/nelson-atkins/50-9.jpg,弗朗西斯·比伯的礼物,Sep-50,2026/5/3,424,未知,18世纪
50-64 B,观音菩萨,公元10世纪-951~953-五代/辽,绘画，后晋（937-946 C.E.）,粘土上的蛋彩画,当一切破碎两个菩提树燃烧仪式香（50- 64 A）在粘土基础内显露出色彩，博物馆管理人员确定这幅画作是在表面石膏上绘制的，是以前的作品。这两幅画作完全分开的这个身体早在早期就被雕刻和修复了。因为这幅画是在泥石膏下进行的，颜色很新鲜。一些区域已经恢复以整合组合。这幅绘画被渲染成简单的风格比其他两个更少。它扩大了更广泛的色彩区域，但扩大了表面装饰。图形中的字形“S”曲线众多的唐人街雕塑。最新的文学元素的描述会影响其他两个角色中的形象。,总体：69 1/16 x 35 x 1英寸（175.42 x 88.9 x 2.54厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/14924/guanyin-bodhisattva?ctx=6f53b4f7fb27785f137e521fc6ac7db0e7a24846&idx=499,https://art.nelson-atkins.org/internal/media/dispatcher/133182/full,images/nelson-atkins/50-64 B.jpg,C先生的礼物。T. Loo,50-64 B,2026/5/3,425,元,未知
35-274/10,紫藤和白玫瑰,公元18世纪-1775~1775-清,卷轴、绘画,悬挂卷轴;丝绸上的墨水和色彩,未知,总体尺寸：85 1/2 x 24 1/4英寸（217.17 x 61.6厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/21575/wisteria-and-white-roses?ctx=6f53b4f7fb27785f137e521fc6ac7db0e7a24846&idx=501,https://art.nelson-atkins.org/internal/media/dispatcher/126916/full,images\nelson-atkins\501.jpg,购买：威廉・罗克希尔・尼尔森信托,35-274/10,2026/5/3,426,未知,未知
34-15/1,杯,公元18世纪-1736~1736-清,陶瓷，中国出口,瓷,未知,总体：2 1/4 x 4英寸（5.72 x 10.16厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/27373/cup?ctx=6f53b4f7fb27785f137e521fc6ac7db0e7a24846&idx=503,https://art.nelson-atkins.org/internal/media/dispatcher/22694/full,images\nelson-atkins\503.jpg,购买：威廉・罗克希尔・尼尔森信托,34-15/1,2026/5/3,427,未知,未知
F83-50/3,山谷中的别墅,公元18世纪-1703~1703-清,绘画，清朝（1644-1911）,专辑叶;纸上的墨水,未知,总体尺寸：22 3/4 x 14英寸（57.79 x 35.56厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/27492/a-villa-in-the-valley?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=505,https://art.nelson-atkins.org/internal/media/dispatcher/32387/full,images\nelson-atkins\505.jpg,购买:通过霍尔家族基金会的慷慨收购,F83-50/3,2026/5/3,428,未知,未知
2008.24,尼瓒风格后的风景,公元17世纪-1656~1656-清,绘画、卷轴,挂卷轴;纸上墨装在丝绸上,在这片河景中，王建向中国偶像和替罪羊尼赞（1301-1374）致敬。尼赞的作品影响了一代艺术家，他们想要效仿他的笔触，简单的构图，低估的简单。漂浮在上面，充满诗意的铭文描述了和平的景象。,底座：64 1/2 x 17 5/8英寸（163.83 x 44.78厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/55195/landscape-after-style-of-ni-zan?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=506,https://art.nelson-atkins.org/internal/media/dispatcher/31877/full,images/nelson-atkins/2008.24.jpg,约瑟芬·富特（Josephine Foote）的礼物，以纪念她的父母尼古拉斯博士和伊娃·安·皮卡德（Eva Ann Pickard）,2008.24,2026/5/3,429,未知,未知
2013.46.6,在古代中寻找现代,未知,绘画,专辑画;金纸上的墨水,未知,纸张：17 11/16 × 20 11/16英寸（45 × 52.5厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/58337/finding-the-modern-in-the-ancient?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=507,https://art.nelson-atkins.org/internal/media/dispatcher/119038/full,images/nelson-atkins/2013.46.6.jpg,艺术家的礼物,2013.46.6,2026/5/3,430,未知,未知
74-34/13 A,金柑和岩石菜肴,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,成熟的水果体现了果园的丰富性和丰富的文化。这些版画体现了中国家庭餐桌上经常发现的多汁水果。例如，莲花根和菱角--最受欢迎的时令食物--被用于制作特殊菜肴、汤或小吃。色彩缤纷的水果，在中国绘画中并不常见，但在TenBambooStudio中却比比皆是。这些图像是版画家们的努力，以增强对色彩和图案的渲染效果，这些图案并不是通过画笔绘制的。俄罗斯果皮上的凹凸图案是通过最后的版画重新绘制的，以揭示光明的背景。,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/30464/dish-of-kumquats-and-rock?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=508,https://art.nelson-atkins.org/internal/media/dispatcher/34410/full,images\nelson-atkins\508.jpg,劳伦斯·西克曼的礼物,74-34/13 A,2026/5/3,431,未知,未知
"2022.12.1,2",书法对联,公元20世纪-1901~2000-清/现代,书法、卷轴,挂卷轴;纸上墨,骑马的马回到了柳树的阴影中。鸟儿在盛开的深处。-翻译：李丽达已故妻子李爱玲这首诗是在秦时期（公元前221- 206年）石砌石雕在巨石上的。当它在唐王朝（公元618- 960年）重新被发现时，这一独特的人物被称为众所周知，这表明李立达是如何快速或缓慢地改变了他的画笔。出生于中国，李立达在20世纪60年代移民到美国之前受到了中国书法艺术的影响。受到抽象表现的手势笔触的影响，刘立达在太极拳中进行了自己的练习。每个人物都有不同的饱和度，这表明李立达是如何快速或缓慢地改变了他的画笔。,图片（.1）：51 1 14 x 1/2 1/2英寸（130.18 x 31.75厘米）图像（.2）：51 1/2 x 1/2 5/8英寸（130.81 x 32.07厘米）底座（每个）：95 1/2 x 14英寸（242.57 x 35.56厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/73586/calligraphy-couplet?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=512,https://art.nelson-atkins.org/internal/media/dispatcher/138903/full,"images/nelson-atkins/2022.12.1,2.jpg",黄惠莉纪念莉莉的礼物,"2022.12.1,2",2026/5/3,432,未知,20世纪
2022.22.1-10,平衡寓言#18,公元21世纪-2017~2017-现代,雕塑,瓷器和不锈钢,该釉是在宋初（960-1279年）偶然获得的。关键是烧制过程.我只能控制80%的结果;这一切都在上帝手中。-李宏伟刘在他的多媒体安装中使用了水晶釉平衡寓言#18。陶瓷釉工艺的方法包括锌氧化物，这有助于在烧成的冷却阶段开发振动图案。制作陶瓷件后，将抛光钢涂成反映发光的釉设计。在制作八个组件时，李充分考虑了它们的视觉外观、重量和平衡。他的安装受到了道教阴阳观的启发，相辅相成和相互抵消的积极和消极的力量相互教导。,组装：60 x 27 3/4 x 21 3/4英寸（152.4 x 70.49 x 55.25厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/73722/allegory-of-balance-18?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=513,https://art.nelson-atkins.org/internal/media/dispatcher/157314/full,images/nelson-atkins/2022.22.1-10.jpg,李宏伟和帕克画廊为纪念尼尔·索奇和布兰奇·索奇而赠送的礼物,2022.22.1-10,2026/5/3,433,未知,未知
38-24/1,芥菜种园画手册第二部分第一卷：兰花（杰远花昌）,公元18世纪-1701~1701-清,书，清朝（1662-1722）,彩色和单色木版画,未知,总体尺寸：11 1/4 x 6 3/4英寸（28.58 x 17.15厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/2131/the-mustard-seed-garden-painting-manual-part-2-vol-1-orch?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=514,,,购买：威廉・罗克希尔・尼尔森信托,38-24/1,2026/5/3,434,未知,未知
F83-50/5,雨后,公元18世纪-1703~1703-清,绘画，清朝（1644-1911）,专辑叶、墨水和纸上的颜色,诗画以大画册为主，突出夏秋之气。石涛以细腻的笔墨，含蓄地表现了四季。在诗词中，石涛思索着宇宙的变化。如石涛在第八页上写道：“天地生力，凝化四季晨昏，渐衍四季晨昏。天地之生命之理，百代之妙。”,总体尺寸：22 3/4 x 14英寸（57.79 x 35.56厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/2258/after-rain?ctx=25834e18d3998f28892334e98dcb02438416bb7e&idx=515,https://art.nelson-atkins.org/internal/media/dispatcher/32390/full,images\nelson-atkins\515.jpg,购买:通过霍尔家族基金会的慷慨收购,F83-50/5,2026/5/3,435,未知,未知
74-34/24,飞白,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木版印刷品;纸上的墨水和颜色，从装订本中删除,未知,未知,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8206/flying-white?ctx=9f224917d00b36fd46225e4bcebd1b7f3aef1804&idx=520,https://art.nelson-atkins.org/internal/media/dispatcher/33957/full,images\nelson-atkins\520.jpg,劳伦斯·西克曼的礼物,74-34/24,2026/5/3,436,未知,未知
33-640/2,生姜罐,公元17世纪~公元20世纪-1644~1911-清,清朝陶瓷（1644-1911）,青花瓷,未知,总体尺寸：11 3/4 x 7 3/4英寸（29.85 x 19.69厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8558/ginger-jar?ctx=9f224917d00b36fd46225e4bcebd1b7f3aef1804&idx=521,https://art.nelson-atkins.org/internal/media/dispatcher/49365/full,images\nelson-atkins\521.jpg,购买：威廉・罗克希尔・尼尔森信托,33-640/2,2026/5/3,437,清,未知
32-105,白色鹰,公元18世纪-1701~1800-清,卷轴、绘画,Hanging scroll,未知,总体尺寸：33 1/4 x 59 1/4英寸（84.46 x 150.5厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8642/white-falcon?ctx=9f224917d00b36fd46225e4bcebd1b7f3aef1804&idx=522,,,购买：威廉・罗克希尔・尼尔森信托,32-105,2026/5/3,438,未知,18世纪
74-34/9 C,荔枝坚果店,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/10764/litchi-nut-branch?ctx=9f224917d00b36fd46225e4bcebd1b7f3aef1804&idx=524,https://art.nelson-atkins.org/internal/media/dispatcher/76774/full,images\nelson-atkins\524.jpg,劳伦斯·西克曼的礼物,74-34/9 C,2026/5/3,439,未知,未知
32-91/1,Tejaprabha大会,公元14世纪初-1301~1333-元,绘画，元（1279-1368）,粘土上的墨水和矿物色素,这幅壁画来自山西省圣母院，被称为“广阔胜利殿”（广生寺）。光明佛陀Tejaprabha被认为控制星座并保护宇宙大灾难。1303年，附近的地震曾损坏了这座寺庙，这幅壁画很可能是为了应对这场灾难而被设计的。Tejaprabha将其围绕着一座星座，代表大象的天体--太阳、月亮和五颗行星。中国传统的东方经济学和五颗星。绘画技术使用了黑色的强大扫描轮廓线，充满了明亮的矿物色彩，特别是朱砂和翡翠绿，巧妙地使用了蓝色亮点。这些人物坚固而坚固，通过液体窗帘线、飞围巾和眼镜镜片平衡，赋予了穆尔多光明的感觉，充满了紧张、充满活力。,总体尺寸：281 x 584英寸（713.74 x 1483.36厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/14590/the-assembly-of-tejaprabha?ctx=9f224917d00b36fd46225e4bcebd1b7f3aef1804&idx=526,https://art.nelson-atkins.org/internal/media/dispatcher/26446/full,images\nelson-atkins\526.jpg,购买：威廉・罗克希尔・尼尔森信托,32-91/1,2026/5/3,440,未知,14世纪
55-102,板,公元16世纪-1573~1573-明,明代陶瓷（1368-1644）,瓷,未知,总体：1 1/16 x 6 5/16英寸（2.7 x 16.03厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/17089/plate?ctx=9f224917d00b36fd46225e4bcebd1b7f3aef1804&idx=527,https://art.nelson-atkins.org/internal/media/dispatcher/130585/full,images/nelson-atkins/55-102.jpg,购买：威廉・罗克希尔・尼尔森信托,55-102,2026/5/3,441,未知,未知
35-274/6,大粉色双莲花,公元18世纪-1775~1775-清,绘画，清朝（1644-1911）,丝绸上的墨水和颜色,未知,总体尺寸：85 1/2 x 24 1/4英寸（217.17 x 61.6厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/17357/large-pink-double-lotus?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=530,https://art.nelson-atkins.org/internal/media/dispatcher/126912/full,images\nelson-atkins\530.jpg,购买：威廉・罗克希尔・尼尔森信托,35-274/6,2026/5/3,442,未知,未知
"F98-32/153 A,B",带塞子的鼻烟壶,未知,鼻烟壶,琥珀色玻璃和金属,未知,总体：3 1/4 x 2 3/16 x 1 1/8英寸（8.26 x 5.56 x 2.87厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/17400/snuff-bottle-with-stopper?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=531,https://art.nelson-atkins.org/internal/media/dispatcher/17634/full,images\nelson-atkins\531.jpg,卢米斯家族纪念玛丽·加里·卢米斯的礼物,"F98-32/153 A,B",2026/5/3,443,未知,未知
F98-32/152,带塞子和支架的鼻烟壶,未知,鼻烟壶,水晶和玻璃,未知,总体：2 7/8 x 1英寸（7.29 x 2.54厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/20610/snuff-bottle-with-stopper-and-stand?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=533,https://art.nelson-atkins.org/internal/media/dispatcher/1518/full,images\nelson-atkins\533.jpg,卢米斯家族纪念玛丽·加里·卢米斯的礼物,F98-32/152,2026/5/3,444,未知,未知
74-34/9 A,山茶梅,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/26008/camellia-and-plum?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=535,https://art.nelson-atkins.org/internal/media/dispatcher/76772/full,images\nelson-atkins\535.jpg,劳伦斯·西克曼的礼物,74-34/9 A,2026/5/3,445,未知,未知
Feb-62,观音寺象头,公元13世纪-1201~1300-宋/金/元,雕塑，南宋（1127-1279）,带有油漆和镀金的木材,未知,未知,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/26583/head-of-kuanyin-bodhisattva-image?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=537,https://art.nelson-atkins.org/internal/media/dispatcher/33754/full,images/nelson-atkins/62-2.jpg,购买：威廉・罗克希尔・尼尔森信托,Feb-62,2026/5/3,446,未知,13世纪
49-22/2,马术人物,公元8世纪-701~800-唐,陶瓷，唐（公元618-906年）,带有铅釉和颜料痕迹的白色陶器,未知,总体：15 1/2 x 14 3/4 x 5 1/2英寸（39.37 x 37.47 x 13.97厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/29248/equestrian-figure?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=538,https://art.nelson-atkins.org/internal/media/dispatcher/26501/full,images\nelson-atkins\538.jpg,购买：威廉・罗克希尔・尼尔森信托,49-22/2,2026/5/3,447,未知,8世纪
74-34/15 C,山茶花上的白冠鸟,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,这些版画，都是由手册的艺术家之一，凌云汉，展示了不同的技术和风格，包括油墨单色，精细和色彩;无骨的（没有轮廓的图案）。色彩和微妙的渐变被精确地印在皮革图像内部的微小空间中，叶子和花瓣。例如，白冠鸟山茶，在现在的场景中结合了精致的轮廓和骨骼技术。背面以浅灰蓝色显示，在不规则的轮廓中从亮到暗，留下白纸来代表绿叶树枝和花朵上堆积的白色雪。这些复杂和微妙的细节都是由良好的装饰所产生的@ carvedblockandadeptprint skill。,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/29834/whitecrested-bird-on-camellia?ctx=ed66684978e8494a54d994fd9fecc91de903fdb9&idx=539,https://art.nelson-atkins.org/internal/media/dispatcher/33952/full,images\nelson-atkins\539.jpg,劳伦斯·西克曼的礼物,74-34/15 C,2026/5/3,448,未知,未知
2001.29,禅宗智慧,公元20世纪-1970~1970-现代,卷轴、书法,挂卷;水墨丝绸,姜兆申巧妙地操纵了“禅会”两个中国人物，意为“禅之智”。通过将画笔从纸上移开，让干尖分开，在笔触中绘制出白色条纹，书法风格称为飞白。在中国，书法是一种艺术形式，被视为同等或更高的状态。这对禅宗（俗称禅宗）佛教传统尤其重要，因为这个人物具有教义意义，而且充满活力的笔触唤起了启蒙意识。,底座：57 7 7/8 x 52 1/4英寸（147 x 132.72厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/33192/chan-zen-wisdom?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=540,https://art.nelson-atkins.org/internal/media/dispatcher/34665/full,images\nelson-atkins\540.jpg,马克·威尔逊和伊丽莎白·威尔逊为纪念朱迪思·M而赠送的礼物。Cooke,2001.29,2026/5/3,449,未知,未知
2011.71,篆书书法,公元21世纪-2005~2005-现代,卷轴、书法,挂卷轴;纸上墨,"来自强蛮的笛声，《梅花》的吟诵，吴的乌波那克，怀念长河。在古山秋福的月色下，我的心碎与玉关的声音。-李白，诗歌辛西娅·L·陈诺特，书法在中国被列为艺术品近2,000年了。这部作品写在印章上，古代的文字大多使用在中国的器皿上，后来常见的雕刻在石头上。",图片：54 x 27 1/2英寸（137.16 x 69.85厘米）总体（展开）：95 1/4 x 40英寸（241.94 x 101.6厘米）总体（卷起）：3 x 39 3/4英寸（7.62 x 100.97厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/56754/calligraphy-in-seal-script?ctx=8e02d5d379ba0b42c29a009c53d6a6ac3666f9c6&idx=541,https://art.nelson-atkins.org/internal/media/dispatcher/43050/full,images/nelson-atkins/2011.71.jpg,尹光华的礼物,2011.71,2026/5/3,450,未知,未知
